Column1|name|pos|team|overallRank|positionRank|passAtt|passComp|passIncomp|passYds|passTds|passInt|rushAtt|rushYds|rushTds|rec|recYds|recTds|returnTds|twoPts|fumbles|cost|risk|sdPts|sdPick|passAttPts|passCompPts|passIncompPts|passYdsPts|passTdsPts|passIntPts|rushAttPts|rushYdsPts|rushTdsPts|recPts|recYdsPts|recTdsPts|twoPtsPts|fumblesPts|projectedPts|upside|projectedCost|
271|Robert Meachem|WR|NO|277|113|0.065|0|0.065|0|0|0|1.012700631|3.431594043|0|14.25006046|276.5000507|2.000054717|0|0|0|1|6.072996035|24.39877966|NA|0|0|0|0|0|0|0|0.343159404|0|0|27.65000507|12.0003283|0|0|39.99349277|64.39227244|1|
272|Greg Little|WR|OAK|282|116|0.08|0|0.04|0|0|0|0|0|0|21.88853788|302.05|1.499967748|0|0|0|1|5.918228712|23.4087924|NA|0|0|0|0|0|0|0|0|0|0|30.205|8.999806488|0|0|39.20480649|62.61359889|1|
273|Jerick McKinnon|RB|MIN|261|76|0|0|0|0|0|0|47.85003412|199.7000437|1.400008182|15.48340357|117.5|0.95|0|0|0.75|1|8.081175155|21.45783632|39|0|0|0|0|0|0|0|19.97000437|8.400049089|0|11.75|5.7|0|-1.5|44.32005346|65.77788978|1|
274|Jonathan Dwyer|RB|ARI|253|74|0|0|0|0|0|0|70.00001442|292.9999408|2.000021333|8.263828201|69.99998531|0|0|0|1.24990044|1|7.123469558|24.93783477|29.5|0|0|0|0|0|0|0|29.29999408|12.000128|0|6.999998531|0|0|-2.49980088|45.80031973|70.73815449|1|
275|Kris Durham|WR|DET|281|115|0|0|0|0|0|0|0|0|0|22.00008439|273.7346844|1.999937618|0|0|0|1|6.115514354|24.67075305|NA|0|0|0|0|0|0|0|0|0|0|27.37346844|11.99962571|0|0|39.37309414|64.0438472|1|
276|Mike Brown|WR|JAC|289|119|0.01|0|0|0|0|0|0|0|0|21.99996571|284.25|1.499999434|0|0|0|1|7.242450232|31.87933004|NA|0|0|0|0|0|0|0|0|0|0|28.425|8.999996604|0|0|37.4249966|69.30432664|1|
277|Mario Manningham|WR|NYG|287|118|0|0|0|0|0|0|0|0|0|17.49996989|274.5000216|1.691945486|0|0|0|1|6.69899908|28.40308126|NA|0|0|0|0|0|0|0|0|0|0|27.45000216|10.15167292|0|0|37.60167508|66.00475634|1|
278|Luke Willson|TE|SEA|285|47|0|0|0|0|0|0|0|0|0|22|259.5|2.000025033|0|0|0|1|5.598465458|21.36338939|NA|0|0|0|0|0|0|0|0|0|0|25.95|12.0001502|0|0|37.9501502|59.31353959|1|
279|Andre Brown|RB|HOU|272|79|0|0|0|0|0|0|0|263.9999395|1|17.31438064|94.49996462|0|0|0|0|1|4.279497734|20.84654648|10|0|0|0|0|0|0|0|26.39999395|6|0|9.449996462|0|0|0|41.84999041|62.69653689|1|
280|Brandon Bostick|TE|GB|290|48|0|0|0|0|0|0|0|0|0|21.325|264.1|2.00002542|0|0|0.52336106|1|8.426176557|21.40027726|41.7|0|0|0|0|0|0|0|0|0|0|26.41|12.00015252|0|-1.046722121|37.3634304|58.76370765|1|
281|Dallas Clark|TE|NA|294|49|0|0|0|0|0|0|0|0|0|15.05|272|1.63|0|0|0.14|1|4.471215033|14.15280037|NA|0|0|0|0|0|0|0|0|0|0|27.2|9.78|0|-0.28|36.7|50.85280037|1|
282|Jon Baldwin|WR|DET|299|121|0|0|0|0|0|0|0|0|0|0|278.0852839|1.4|0|0|0|1|4.485968893|14.24717516|NA|0|0|0|0|0|0|0|0|0|0|27.80852839|8.4|0|0|36.20852839|50.45570355|1|
283|Ka'Deem Carey|RB|CHI|271|78|0|0|0|0|0|0|54.24449627|227.25|1.750032267|10.87464962|66.49992615|0.620021397|0|0|0.749917729|1|4.793241087|21.45732842|13.6|0|0|0|0|0|0|0|22.725|10.5001936|0|6.649992615|3.720128384|0|-1.499835459|42.09547914|63.55280756|1|
284|Tiquan Underwood|WR|CAR|298|120|0|0|0|0|0|0|0|0|0|14.499965|243.0000693|2|0|0|0.015|1|5.582181686|21.25922834|NA|0|0|0|0|0|0|0|0|0|0|24.30000693|12|0|-0.03|36.27000693|57.52923527|1|
285|Lance Kendricks|TE|STL|300|50|0|0|0|0|0|0|0|0|0|23.85005371|241.6|1.999998064|0|0|0|1|5.095059913|18.14329702|NA|0|0|0|0|0|0|0|0|0|0|24.16|11.99998839|0|0|36.15998839|54.3032854|1|
286|BenJarvus Green-Ellis|RB|CIN|269|77|0.02|0|0.02|0|0|0|83|280.5|2.399974946|3.916748465|21.9999756|0|0|0|0.999966868|1|6.012289743|21.1551512|23.2|0|0|0|0|0|0|0|28.05|14.39984967|0|2.19999756|0|0|-1.999933736|42.6499135|63.8050647|1|
287|Marquise Goodwin|WR|BUF|302|122|0|0|0|0|0|0|1|13.49999326|0|17.57514425|260.9999391|1.49502827|0.2|0|0.774486406|1|5.508393886|20.78723606|NA|0|0|0|0|0|0|0|1.349999326|0|0|26.09999391|8.970169621|0|-1.548972812|36.07119004|56.8584261|1|
288|A.J. Jenkins|WR|KC|303|123|0|0|0|0|0|0|1.825240757|7.149988614|0|15.50871477|253.5|1.500006636|0|0|0|1|5.239835079|19.06936828|NA|0|0|0|0|0|0|0|0.714998861|0|0|25.35|9.000039816|0|0|35.06503868|54.13440696|1|
289|Ace Sanders|WR|JAC|307|126|0|0|0|0|0|0|1.999990953|8.49250275|0|26.5|276.185|1.00007365|0|0|0|1|4.517718196|22.23814073|11|0|0|0|0|0|0|0|0.849250275|0|0|27.6185|6.000441901|0|0|34.46819218|56.7063329|1|
290|C.J. Fiedorowicz|TE|HOU|304|51|0|0|0|0|0|0|0|0|0|19.9999726|229.5|1.999994439|0|0|0|1|5.739026086|22.26250187|NA|0|0|0|0|0|0|0|0|0|0|22.95|11.99996664|0|0|34.94996664|57.21246851|1|
291|Dri Archer|RB|PIT|288|83|0|0|0|0|0|0|23|100.5000163|0.999969517|20.00004111|151.0000563|0.999975396|0.3|0|0.749987502|1|5.542264072|21.00389066|NA|0|0|0|0|0|0|0|10.05000163|5.999817101|0|15.10000563|5.999852374|0|-1.499975003|37.44970173|58.45359239|1|
292|David Ausberry|TE|OAK|308|52|0|0|0|0|0|0|0|0|0|21.5|244.75|1.629952406|0|0|0|1|5.710467696|22.07982479|NA|0|0|0|0|0|0|0|0|0|0|24.475|9.779714437|0|0|34.25471444|56.33453923|1|
293|Andre Caldwell|WR|DEN|305|124|0|0|0|0|0|0|0|10.30746678|0|19.85|233|1.500032008|0.2|0|0|1|2.692196521|16.27198112|0.5|0|0|0|0|0|0|0|1.030746678|0|0|23.3|9.000192051|0|0|34.53093873|50.80291985|1|
294|Justin Brown|WR|PIT|306|125|0|0|0|0|0|0|0|0|0|16.79340019|225.0000462|1.99990146|0|0|0|1|5.048250104|17.84387261|NA|0|0|0|0|0|0|0|0|0|0|22.50000462|11.99940876|0|0|34.49941338|52.34328598|1|
295|Bryce Brown|RB|BUF|279|80|0|0|0|0|0|0|63.175|266.9999822|1.750066216|7.499957105|45.00006082|0|0|0|1.000032146|1|5.690715256|16.87557208|23.3|0|0|0|0|0|0|0|26.69999822|10.5003973|0|4.500006082|0|0|-2.000064293|39.70033731|56.57590938|1|
296|Devin Street|WR|DAL|309|127|0|0|0|0|0|0|0|0|0|16.375|222.25|2|0|0|0|1|5.528544238|20.91613014|NA|0|0|0|0|0|0|0|0|0|0|22.225|12|0|0|34.225|55.14113014|1|
297|Derek Carr|QB|OAK|247|38|123.45|76|49.075|953.75|5.499954758|5.249285606|8.000057392|28.25|0|0|0|0|0|0.15|2.649977352|1|10.68082067|53.87326816|NA|0|0|0|38.15|21.99981903|-10.49857121|0|2.825|0|0|0|0|0.3|-5.299954704|47.47629311|101.3495613|1|
298|Chris Polk|RB|PHI|283|81|0|0|0|0|0|0|54.15|227|2.000016655|7.749932347|52.60003295|0|0|0|0.697108337|1|6.280897572|21.94188867|24.8|0|0|0|0|0|0|0|22.7|12.00009993|0|5.260003295|0|0|-1.394216673|38.56588655|60.50777522|1|
299|Alfred Blue|RB|HOU|284|82|0|0|0|0|0|0|60.5|245.4200037|1.500004965|6.999983464|49.65|0|0|0|0.25|1|5.73702038|19.62078486|22|0|0|0|0|0|0|0|24.54200037|9.000029791|0|4.965|0|0|-0.5|38.00703016|57.62781501|1|
300|Denard Robinson|WR|JAC|286|117|0|0|0|0|0|0|45|200.25|1.449958996|7.99995908|71.9|0.749945051|0|0|1.239960932|1|5.491678335|39.83188923|7.9|0|0|0|0|0|0|0|20.025|8.699753974|0|7.19|4.499670308|0|-2.479921865|37.93450242|77.76639165|1|
301|Donte Moncrief|WR|IND|310|128|0|0|0|0|0|0|0|4.921620495|0|14.99993609|210.125|1.649992588|0.3|0|0|1|4.647410672|19.75728742|13.5|0|0|0|0|0|0|0|0.49216205|0|0|21.0125|9.899955527|0|0|33.20461758|52.961905|1|
302|Kevin Ogletree|WR|DET|311|129|0|0|0|0|0|0|0|0|0|16.13408451|235|1.500044013|0|0|0|1|5.438942636|20.34298302|NA|0|0|0|0|0|0|0|0|0|0|23.5|9.000264078|0|0|32.50026408|52.8432471|1|
303|Brandon Bolden|RB|NE|293|85|0|0|0|0|0|0|37.50002982|183.5000373|1.999983196|8.999945453|63.92981164|0|0|0|0|1|5.554613625|21.08288602|NA|0|0|0|0|0|0|0|18.35000373|11.99989918|0|6.392981164|0|0|0|36.74288407|57.82577009|1|
304|Daniel Thomas|RB|MIA|292|84|0.035|0|0.035|0|0|0|51.70512412|187|1.500016064|8.08455887|49.00003364|0.943838337|0|0|0.589565258|1|5.613808901|21.46153552|NA|0|0|0|0|0|0|0|18.7|9.000096386|0|4.900003364|5.663030023|0|-1.179130517|37.08399926|58.54553477|1|
305|Peyton Hillis|RB|NYG|296|87|0|0|0|0|0|0|49.6|173.125|1.500017098|11.50004466|85.66645897|0.60856165|0|0|0.999932261|1|5.718160032|22.12902972|NA|0|0|0|0|0|0|0|17.3125|9.000102587|0|8.566645897|3.651369898|0|-1.999864522|36.53075386|58.65978358|1|
306|T.J. Graham|WR|BUF|316|132|0|0|0|0|0|0|1|8.49996425|0|13.3094464|218.999909|1.5|0|0|0|1|5.587524406|21.29340367|NA|0|0|0|0|0|0|0|0.849996425|0|0|21.8999909|9|0|0|31.74998732|53.043391|1|
307|Mike James|RB|TB|301|89|0|0|0|0|0|0|53.25|230.025|1.27496571|10.00006321|65.5|0|0|0|0.550086267|1|5.355321144|17.22164102|20.5|0|0|0|0|0|0|0|23.0025|7.649794261|0|6.55|0|0|-1.100172534|36.10212173|53.32376275|1|
308|Ed Dickson|TE|CAR|317|54|0|0|0|0|0|0|0|0|0|21.9|222.75|1.499994749|0|0|0|1|4.987733722|17.4567725|NA|0|0|0|0|0|0|0|0|0|0|22.275|8.999968492|0|0|31.27496849|48.731741|1|
309|Santana Moss|WR|WAS|313|130|0|0|0|0|0|0|0|0|0|20.5|237.590072|1.499939205|0.3|0|1.250047474|1|5.356908869|19.81824446|NA|0|0|0|0|0|0|0|0|0|0|23.7590072|8.999635227|0|-2.500094948|32.05854748|51.87679193|1|
310|Matt Asiata|RB|MIN|295|86|0.03|0|0.03|0|0|0|46.4|209.5|1.999979632|5.500009105|40.99997108|0.241787913|0|0|0.935|1|5.269813317|19.26112758|NA|0|0|0|0|0|0|0|20.95|11.99987779|0|4.099997108|1.450727481|0|-1.87|36.63060238|55.89172996|1|
311|Shaun Draughn|RB|CHI|297|88|0|0|0|0|0|0|44.8|181.5|1.499966161|5.115643407|49.00006412|0.999920546|0|0|0.855902255|1|5.515986145|20.83580083|NA|0|0|0|0|0|0|0|18.15|8.999796968|0|4.900006412|5.999523279|0|-1.71180451|36.33752215|57.17332298|1|
312|Keshawn Martin|WR|HOU|318|133|0|0|0|0|0|0|0|0|0|17.5|248.65|1.299992463|0.1|0|1.000009212|1|5.348018756|19.76137781|NA|0|0|0|0|0|0|0|0|0|0|24.865|7.799954781|0|-2.000018424|31.26493636|51.02631417|1|
313|Joseph Fauria|TE|DET|314|53|0|0|0|0|0|0|0|0|0|15.99994459|183.905|2.420061737|0|0|0.435725877|1|4.89495257|16.86328703|NA|0|0|0|0|0|0|0|0|0|0|18.3905|14.52037042|0|-0.871451753|32.03941867|48.90270569|1|
314|Robert Herron|WR|TB|319|134|0|0|0|0|0|0|0|7.124816755|0|17.25|235.25|1|0|0|0|1|4.988879029|17.46409859|NA|0|0|0|0|0|0|0|0.712481675|0|0|23.525|6|0|0|30.23748168|47.70158027|1|
315|Case Keenum|QB|HOU|280|40|87.5|58|36.655|700|3.250006851|3.500066315|7.583013022|31.5|0.40633234|0.06|0|0|0|0|0|1|5.751258007|22.34074478|NA|0|0|0|28|13.0000274|-7.000132629|0|3.15|2.43799404|0|0|0|0|0|39.58788881|61.92863359|1|
316|Dwayne Harris|WR|DAL|315|131|0|0|0|0|0|0|1|7.49995197|0|11.9483869|153.881247|1.747550005|0.9|0|0|1|5.154183742|18.5214895|NA|0|0|0|0|0|0|0|0.749995197|0|0|15.3881247|10.48530003|0|0|32.02341993|50.54490943|1|
317|Vincent Brown|WR|SD|322|135|0|0|0|0|0|0|0|0|0|18.4625503|216.625|1.415918016|0|0|0|1|5.090848482|18.11635811|NA|0|0|0|0|0|0|0|0|0|0|21.6625|8.495508099|0|0|30.1580081|48.27436621|1|
318|Troy Niklas|TE|ARI|320|55|0|0|0|0|0|0|0|0|0|19.49999095|212|1.499941513|0|0|0|1|5.087139607|18.09263386|NA|0|0|0|0|0|0|0|0|0|0|21.2|8.999649081|0|0|30.19964908|48.29228294|1|
319|Ryan Griffin|TE|HOU|323|56|0|0|0|0|0|0|0|0|0|18.15003233|210.0000403|1.499941003|0|0|0|1|5.017814113|17.64918524|NA|0|0|0|0|0|0|0|0|0|0|21.00000403|8.999646016|0|0|29.99965004|47.64883528|1|
320|Marquess Wilson|WR|CHI|325|136|0|0|0|0|0|0|0|0|0|17.83307993|206|1.500004348|0|0|0|1|5.705833135|22.05017928|NA|0|0|0|0|0|0|0|0|0|0|20.6|9.000026088|0|0|29.60002609|51.65020537|1|
321|De'Anthony Thomas|RB|KC|312|90|0|0|0|0|0|0|17|73.35|0.999998474|14.40006631|106.025|0.9999734|0.5|0|0.3|1|5.272645682|19.27924513|NA|0|0|0|0|0|0|0|7.335|5.999990845|0|10.6025|5.9998404|0|-0.6|32.33733124|51.61657638|1|
322|Charles Johnson|WR|CLE|328|137|0|0|0|0|0|0|0|0|0|18.25217994|222.2|1.199953508|0|0|0.1|1|4.719872492|15.74336686|NA|0|0|0|0|0|0|0|0|0|0|22.22|7.199721049|0|-0.2|29.21972105|44.96308791|1|
323|Christian Ponder|QB|MIN|273|39|215.9782119|77.66810652|85.57788805|788.9999771|4.037552083|6.312075494|6.390137413|73.30142529|0|0|0|0|0|0|0.5|1|11.02217345|56.05677113|NA|0|0|0|31.55999908|16.15020833|-12.62415099|0|7.330142529|0|0|0|0|0|-1|41.41619896|97.47297009|1|
324|Michael Robinson|RB|SEA|324|92|0|0|0|0|0|0|2.8|6|0.04|14|181|1.87|0|0|0.13|1|4.6161666|15.08|NA|0|0|0|0|0|0|0|0.6|0.24|0|18.1|11.22|0|-0.26|29.9|44.98|1|
325|Darrius Heyward-Bey|WR|PIT|331|140|0|0|0|0|0|0|0|4.321550746|0|16.22528121|237.9999554|1.000024007|0|0|0.679770696|1|5.48908038|20.66369496|NA|0|0|0|0|0|0|0|0.432155075|0|0|23.79999554|6.000144042|0|-1.359541392|28.87275326|49.53644823|1|
326|Griff Whalen|WR|IND|329|138|0|0|0|0|0|0|0|0|0|16|200.25|1.500051133|0|0|0|1|5.007398453|17.58256025|NA|0|0|0|0|0|0|0|0|0|0|20.025|9.000306797|0|0|29.0253068|46.60786705|1|
327|Ben Watson|TE|NO|332|57|0|0|0|0|0|0|0|0|0|18.49498839|202.3899243|1.500046711|0|0|0.381095918|1|4.930378649|17.08989408|NA|0|0|0|0|0|0|0|0|0|0|20.23899243|9.000280267|0|-0.762191836|28.47708086|45.56697493|1|
328|Travis Benjamin|WR|CLE|330|139|0|0|0|0|0|0|0|12.72812985|0|11.56569654|197.9163497|1.050026303|0.6|0|0.999931172|1|4.623114906|15.12444565|NA|0|0|0|0|0|0|0|1.272812985|0|0|19.79163497|6.300157816|0|-1.999862345|28.96474343|44.08918908|1|
329|Da'Rick Rogers|WR|IND|333|141|0|0|0|0|0|0|0|4.337296396|0|13.99996901|187.5|1.49993828|0|0|0|1|4.872970979|16.72267921|NA|0|0|0|0|0|0|0|0.43372964|0|0|18.75|8.999629682|0|0|28.18335932|44.90603853|1|
330|Leonard Hankerson|WR|WAS|335|142|0|0|0|0|0|0|0|0|0|16.00008039|188.65|1.499992529|0|0|0|1|6.658061164|28.1412171|NA|0|0|0|0|0|0|0|0|0|0|18.865|8.999955175|0|0|27.86495518|56.00617228|1|
332|Chris Owusu|WR|TB|337|143|0|0|0|0|0|0|0|0|0|16.50001184|209.8187972|1.295036059|0|0|0.565|1|5.426547426|20.26369562|NA|0|0|0|0|0|0|0|0|0|0|20.98187972|7.770216352|0|-1.13|27.62209608|47.88579169|1|
333|Travaris Cadet|RB|NO|321|91|0|0|0|0|0|0|20.14999544|80.00006541|0.700025476|15.05581308|108.5999617|1.000045071|0.5|0|0.945114219|1|5.544378814|21.01741786|NA|0|0|0|0|0|0|0|8.000006541|4.200152854|0|10.85999617|6.000270424|0|-1.890228437|30.17019755|51.1876154|1|
334|Tom Savage|QB|HOU|291|41|127.465|75.43023303|52.6|731.7525036|4.178662665|4.427682956|9.896207961|24.53298775|0|0|0|0|0|0.1|1.271947055|1|6.512387253|27.20939691|NA|0|0|0|29.27010014|16.71465066|-8.855365912|0|2.453298775|0|0|0|0|0.2|-2.543894109|37.23878955|64.44818646|1|
335|Joe Morgan|WR|NO|341|144|0|0|0|0|0|0|0|0|0|11|179.0917815|1.500038187|0|0|0|1|5.15845428|18.54880649|NA|0|0|0|0|0|0|0|0|0|0|17.90917815|9.000229123|0|0|26.90940727|45.45821376|1|
336|DeVier Posey|WR|HOU|345|146|0|0|0|0|0|0|0|0|0|15.0000162|202.8439949|1.000069147|0|0|0|1|5.282301104|19.34100717|NA|0|0|0|0|0|0|0|0|0|0|20.28439949|6.000414881|0|0|26.28481437|45.62582154|1|
337|Chase Coffman|TE|ATL|350|59|0|0|0|0|0|0|0|0|0|17.3|210|0.84|0|0|0.15|1|4.294121359|13.02|NA|0|0|0|0|0|0|0|0|0|0|21|5.04|0|-0.3|25.74|38.76|1|
338|Brenton Bersin|WR|CAR|349|148|0|0|0|0|0|0|0|0|0|14.7560482|197.5000472|0.99997141|0|0|0|1|4.398018866|13.68459254|NA|0|0|0|0|0|0|0|0|0|0|19.75000472|5.999828463|0|0|25.74983318|39.43442572|1|
339|Ryan Broyles|WR|DET|352|150|0|0|0|0|0|0|0|0|0|16.00006708|193.3611838|1.049979645|0|0|0|1|5.346593153|19.75225877|NA|0|0|0|0|0|0|0|0|0|0|19.33611838|6.299877871|0|0|25.63599625|45.38825502|1|
340|Larry Donnell|TE|NYG|346|58|0|0|0|0|0|0|0|0|0|15.00004075|170.75|1.500020887|0|0|0|1|5.11240655|18.25425681|NA|0|0|0|0|0|0|0|0|0|0|17.075|9.000125322|0|0|26.07512532|44.32938213|1|
341|Devin Hester|WR|ATL|344|145|0|0|0|0|0|0|0|0|0|11.49997387|148.561216|1.250055073|0.7|0|0|1|4.669831078|15.42327111|NA|0|0|0|0|0|0|0|0|0|0|14.8561216|7.500330439|0|0|26.55645204|41.97972315|1|
342|Drew Davis|WR|ATL|355|151|0|0|0|0|0|0|0|0|0|15|192.975|1.000091991|0|0|0|1|4.661592823|15.37057415|NA|0|0|0|0|0|0|0|0|0|0|19.2975|6.000551945|0|0|25.29805194|40.66862609|1|
343|Louis Murphy|WR|TB|348|147|0|0|0|0|0|0|0|0|0|11|168|1.499961154|0|0|0|1|4.93081928|17.09271263|NA|0|0|0|0|0|0|0|0|0|0|16.8|8.999766925|0|0|25.79976693|42.89247955|1|
344|Marcus Lattimore|RB|SF|327|93|0|0|0|0|0|0|24.5|149.0000479|1.943802132|3.000014262|27.00000025|0|0|0|0|1|5.265392124|19.2328469|NA|0|0|0|0|0|0|0|14.90000479|11.66281279|0|2.700000025|0|0|0|29.2628176|48.49566451|1|
345|Jalen Saunders|WR|NYJ|351|149|0|0|0|0|0|0|0|0|0|12.80609232|164.3849734|1.548972812|0|0|0|1|4.812858988|16.33816584|NA|0|0|0|0|0|0|0|0|0|0|16.43849734|9.293836869|0|0|25.73233421|42.07050005|1|
346|Jacob Tamme|TE|DEN|354|60|0|0|0|0|0|0|0|0|0|15.47686618|162.9999531|1.500021447|0|0|0|1|4.603748695|15.00056742|NA|0|0|0|0|0|0|0|0|0|0|16.29999531|9.00012868|0|0|25.30012399|40.30069141|1|
347|Josh Morgan|WR|CHI|356|152|0|0|0|0|0|0|0|4.337296396|0|13.49998723|183.0795576|0.999953721|0|0|0|1|5.082751792|18.06456669|NA|0|0|0|0|0|0|0|0.43372964|0|0|18.30795576|5.999722326|0|0|24.74140773|42.80597441|1|
348|Theo Riddick|RB|DET|336|95|0|0|0|0|0|0|29.00001946|127.475|1.000050062|7.800036411|56.75|0.560939346|0|0|0|1|3.999330357|15.60628399|11|0|0|0|0|0|0|0|12.7475|6.000300373|0|5.675|3.365636078|0|0|27.78843645|43.39472044|1|
349|Kevin Norwood|WR|SEA|358|154|0|0|0|0|0|0|0|0|0|12.5|185.5|1|0|0|0|1|4.496334103|14.31347744|NA|0|0|0|0|0|0|0|0|0|0|18.55|6|0|0|24.55|38.86347744|1|
350|Brandon Lloyd|WR|SF|357|153|0|0|0|0|0|0|0|0|0|13.99998938|168.75|1.299979196|0|0|0|1|4.872945829|16.72251834|NA|0|0|0|0|0|0|0|0|0|0|16.875|7.799875174|0|0|24.67487517|41.39739351|1|
351|Lorenzo Taliaferro|RB|BAL|334|94|0|0|0|0|0|0|38|182.5|1.000068159|6.000080778|37.00002296|0|0|0|0|1|4.946044177|17.19010046|NA|0|0|0|0|0|0|0|18.25|6.000408951|0|3.700002296|0|0|0|27.95041125|45.14051171|1|
352|Jason Snelling|RB|NA|347|99|0|0|0|0|0|0|15.35|54|0.3|18.1|135|1.085|0|0|0.6|1|6.063394742|24.33736387|NA|0|0|0|0|0|0|0|5.4|1.8|0|13.5|6.51|0|-1.2|26.01|50.34736387|1|
353|Chris Ogbonnaya|RB|CLE|342|98|0|0|0|0|0|0|13.75001379|76.88387413|0.9|17.50009219|98.15003288|0.999972784|0|0|1|1|5.489413464|20.66582557|NA|0|0|0|0|0|0|0|7.688387413|5.4|0|9.815003288|5.999836702|0|-2|26.9032274|47.56905298|1|
354|Nick Toon|WR|NO|359|155|0|0|0|0|0|0|0|0|0|11.5|168.75|1.159989316|0|0|0|1|5.697085015|21.99422091|NA|0|0|0|0|0|0|0|0|0|0|16.875|6.959935897|0|0|23.8349359|45.82915681|1|
355|DuJuan Harris|RB|GB|340|97|0|0|0|0|0|0|44.51509272|163.9999209|1.000002343|5.50001423|34.50003716|0|0.2|0|0|1|2.915910838|16.64998697|2|0|0|0|0|0|0|0|16.39999209|6.000014059|0|3.450003716|0|0|0|27.05000986|43.69999684|1|
356|Zach Sudfeld|TE|NYJ|361|62|0|0|0|0|0|0|0|0|0|16.175|174.15|0.999968629|0|0|0|1|4.429808161|13.88793648|NA|0|0|0|0|0|0|0|0|0|0|17.415|5.999811776|0|0|23.41481178|37.30274825|1|
357|Aldrick Robinson|WR|WAS|362|156|0|0|0|0|0|0|0|0|0|9.500022156|173.1479934|1.00003384|0|0|0|1|4.526056395|14.50359955|NA|0|0|0|0|0|0|0|0|0|0|17.31479934|6.000203042|0|0|23.31500238|37.81860194|1|
358|Jeff Janis|WR|GB|363|157|0|0|0|0|0|0|0|0|0|11.25|173|1|0|0|0|1|4.562255492|14.7351513|NA|0|0|0|0|0|0|0|0|0|0|17.3|6|0|0|23.3|38.0351513|1|
359|Clay Harbor|TE|JAX|360|61|0|0|0|0|0|0|0|0|0|15.06540773|173|1.25524265|0|0|0.6|1|4.437310486|13.93592598|NA|0|0|0|0|0|0|0|0|0|0|17.3|7.531455899|0|-1.2|23.6314559|37.56738188|1|
360|Josh Huff|WR|PHI|365|158|0|0|0|0|0|0|0.5|0|0|11.00006063|165.5872531|1|0.1|0|0|1|4.27449298|12.89444478|NA|0|0|0|0|0|0|0|0|0|0|16.55872531|6|0|0|23.15872531|36.05317009|1|
361|Dan Herron|RB|IND|338|96|0|0|0|0|0|0|58.84531731|233.6878046|0.5|3.125085522|26.49469191|0|0|0|0.824821453|1|4.923920034|17.0485808|NA|0|0|0|0|0|0|0|23.36878046|3|0|2.649469191|0|0|-1.649642906|27.36860675|44.41718754|1|
362|Dontrelle Inman|WR|SD|368|159|0|0|0|0|0|0|0|0|0|14.5|167|1|0|0|0|1|4.432239492|13.90348877|NA|0|0|0|0|0|0|0|0|0|0|16.7|6|0|0|22.7|36.60348877|1|
363|Arrelious Benn|WR|PHI|378|163|0|0|0|0|0|0|0|0|0|9|212.6464153|0|0|0|0|1|4.167362172|12.20917005|NA|0|0|0|0|0|0|0|0|0|0|21.26464153|0|0|0|21.26464153|33.47381158|1|
364|Anthony McCoy|TE|SEA|370|63|0|0|0|0|0|0|0|0|0|11.34236807|157.0609424|1.134688844|0|0|0.07|1|4.224485285|12.57456472|NA|0|0|0|0|0|0|0|0|0|0|15.70609424|6.808133065|0|-0.14|22.37422731|34.94879202|1|
365|Quinton Patton|WR|SF|371|160|0|0|0|0|0|0|1.902054377|8.399954866|0|12.50002682|161.5|0.999951006|0|0|0.318500448|1|4.937547869|17.13575283|NA|0|0|0|0|0|0|0|0.839995487|0|0|16.15|5.999706035|0|-0.637000896|22.35270063|39.48845345|1|
366|Mike Glennon|QB|TB|326|42|74.99993282|46.59995521|31.00009158|542|3.500041311|2.850053764|7.000048285|13.56042481|0|0|0|0|0|0|0.999980063|1|8.725157293|19.7603556|45|0|0|0|21.68|14.00016524|-5.700107528|0|1.356042481|0|0|0|0|0|-1.999960126|29.33614007|49.09649567|1|
367|Chris Hogan|WR|BUF|377|162|0|0|0|0|0|0|0|0|0|12|152.75|1.00001921|0|0|0|1|4.354044858|13.40330766|NA|0|0|0|0|0|0|0|0|0|0|15.275|6.000115262|0|0|21.27511526|34.67842292|1|
368|Mike Thomas|WR|HOU|376|161|0|0|0|0|0|0|0|0|0|14.5|125.825|0.885027782|0.6|0|0|1|4.050842748|11.46383994|NA|0|0|0|0|0|0|0|0|0|0|12.5825|5.310166691|0|0|21.49266669|32.95650663|1|
369|Jeff Tuel|QB|BUF|343|44|103.342981|52.40001392|42.16046232|497.649999|2.400022949|1.500012244|4.500059544|16.34992431|0|0|0|0|0|0|0.713960761|1|5.401344951|20.10248505|NA|0|0|0|19.90599996|9.600091796|-3.000024487|0|1.634992431|0|0|0|0|0|-1.427921521|26.71313818|46.81562322|1|
370|Austin Davis|QB|STL|339|43|77|41.0000607|32.59996087|452.499975|3.5|2.999999443|4.65001653|12.50003557|0|0|0|0|0|0|0|1|4.752979884|15.95514215|NA|0|0|0|18.099999|14|-5.999998886|0|1.250003557|0|0|0|0|0|0|27.35000367|43.30514582|1|
371|Joseph Randle|RB|DAL|364|100|0|0|0|0|0|0|35.78007181|132.5|0.999942221|6.399977007|39.59997384|0|0|0|0|1|4.337588123|10.82560784|16.5|0|0|0|0|0|0|0|13.25|5.999653324|0|3.959997384|0|0|0|23.20965071|34.03525854|1|
