Column1|name|pos|team|overallRank|positionRank|passAtt|passComp|passIncomp|passYds|passTds|passInt|rushAtt|rushYds|rushTds|rec|recYds|recTds|returnTds|twoPts|fumbles|cost|risk|sdPts|sdPick|passAttPts|passCompPts|passIncompPts|passYdsPts|passTdsPts|passIntPts|rushAttPts|rushYdsPts|rushTdsPts|recPts|recYdsPts|recTdsPts|twoPtsPts|fumblesPts|projectedPts|upside|projectedCost|
477|Chris Gragg|TE|BUF|482|85|0|0|0|0|0|0|0|0|0|5.45|61.425|0.2|0|0|0|1|3.175751417|5.866216027|NA|0|0|0|0|0|0|0|0|0|0|6.1425|1.2|0|0|7.3425|13.20871603|1|
478|Arthur Lynch|TE|MIA|486|87|0|0|0|0|0|0|0|0|0|6.168191704|71.01830045|0|0|0|0|1|3.077228354|5.236001746|NA|0|0|0|0|0|0|0|0|0|0|7.101830045|0|0|0|7.101830045|12.33783179|1|
479|Chase Ford|TE|MIN|487|88|0|0|0|0|0|0|0|0|0|6.264292115|70.8540929|0|0|0|0|1|3.131354547|5.582226258|NA|0|0|0|0|0|0|0|0|0|0|7.08540929|0|0|0|7.08540929|12.66763555|1|
480|Ryan Whalen|WR|CIN|488|199|0|0|0|0|0|0|0|0|0|5.674592793|70.80295146|0|0|0|0|1|3.12849117|5.563910335|NA|0|0|0|0|0|0|0|0|0|0|7.080295146|0|0|0|7.080295146|12.64420548|1|
481|Michael Egnew|TE|MIA|489|89|0|0|0|0|0|0|0|0|0|6.512593626|70.508367|0|0|0|0|1|2.971068991|4.556940982|NA|0|0|0|0|0|0|0|0|0|0|7.0508367|0|0|0|7.0508367|11.60777768|1|
482|Corey Washington|WR|NYG|480|195|0|0|0|0|0|0|0|0|0|0|56|0.3|0|0|0|1|3.725844435|9.384950275|NA|0|0|0|0|0|0|0|0|0|0|5.6|1.8|0|0|7.4|16.78495028|1|
483|Bear Pascoe|TE|NYG|492|91|0|0|0|0|0|0|0.7|1|0|8.75|68.49994891|0|0|0|0|1|3.150192811|5.702727418|NA|0|0|0|0|0|0|0|0.1|0|0|6.849994891|0|0|0|6.949994891|12.65272231|1|
484|T.J. Jones|WR|DET|493|200|0|0|0|0|0|0|0|0|0|5.157190319|69.04259573|0|0|0|0|1|3.060437377|5.128596299|NA|0|0|0|0|0|0|0|0|0|0|6.904259573|0|0|0|6.904259573|12.03285587|1|
485|Kyle Orton|QB|DAL|451|57|0|0|0|181.0351349|1.067093677|1.016751494|0|0|0|0|0|0|0|0|0.005|1|3.018817457|4.862369621|NA|0|0|0|7.241405397|4.268374708|-2.033502988|0|0|0|0|0|0|0|-0.01|9.466277118|14.32864674|1|
486|Cedric Peerman|RB|CIN|474|140|0|0|0|0|0|0|14.19575438|53.48428876|0|3.42796791|23.5|0|0|0|0|1|3.378700664|7.164404594|NA|0|0|0|0|0|0|0|5.348428876|0|0|2.35|0|0|0|7.698428876|14.86283347|1|
487|Kenjon Barner|RB|PHI|461|136|0|0|0|0|0|0|18.2069856|76.75|0|3.700054024|18.5|0|0|0|0.579491205|1|3.36618322|7.084335297|NA|0|0|0|0|0|0|0|7.675|0|0|1.85|0|0|-1.15898241|8.36601759|15.45035289|1|
488|Michael Ford|RB|CHI|471|138|0|0|0|0|0|0|14.23589017|59.13068422|0|2.168648198|18.43945428|0|0|0|0|1|3.421190371|7.436194965|NA|0|0|0|0|0|0|0|5.913068422|0|0|1.843945428|0|0|0|7.75701385|15.19320881|1|
489|Henry Hynoski|RB|NYG|496|144|0|0|0|0|0|0|4|14.71028918|0|6.725491128|53.70000591|0|0|0|0|1|3.076862308|5.233660287|NA|0|0|0|0|0|0|0|1.471028918|0|0|5.370000591|0|0|0|6.841029508|12.0746898|1|
490|Terrence Toliver|WR|CHI|506|202|0|0|0|0|0|0|0|0|0|5.3|65.3|0|0|0|0|1|2.769096446|3.265|NA|0|0|0|0|0|0|0|0|0|0|6.53|0|0|0|6.53|9.795|1|
491|Matt Spaeth|TE|PIT|491|90|0|0|0|0|0|0|0|0|0|3.75|46.01477469|0.4|0|0|0|1|3.059423286|5.122109551|NA|0|0|0|0|0|0|0|0|0|0|4.601477469|2.4|0|0|7.001477469|12.12358702|1|
492|Garrett Gilbert|QB|STL|456|58|0|18|0|175|1|1|0|0|0|0|0|0|0|0.05|0|1|3.298298794|6.650104636|NA|0|0|0|7|4|-2|0|0|0|0|0|0|0.1|0|9.1|15.75010464|1|
493|Felix Jones|RB|NA|473|139|0|0|0|0|0|0|9.5|34.5|0.16|3.65|30|0.175|0|0|0.38|1|3.441616648|7.566854036|NA|0|0|0|0|0|0|0|3.45|0.96|0|3|1.05|0|-0.76|7.7|15.26685404|1|
494|Stephen Williams|WR|JAC|502|201|0|0|0|0|0|0|0|0|0|4.6|55|0.22|0|0|0.05|1|2.791764679|3.41|NA|0|0|0|0|0|0|0|0|0|0|5.5|1.32|0|-0.1|6.72|10.13|1|
495|Brittan Golden|WR|ARI|507|203|0|0|0|0|0|0|0|0|0|4|64.0926911|0|0|0|0|1|2.863401206|3.868231416|NA|0|0|0|0|0|0|0|0|0|0|6.40926911|0|0|0|6.40926911|10.27750053|1|
496|Zach Potter|TE|HOU|500|92|0|0|0|0|0|0|0|0|0|6.4|53.5|0.27|0|0|0.11|1|3.148458856|5.691635969|NA|0|0|0|0|0|0|0|0|0|0|5.35|1.62|0|-0.22|6.75|12.44163597|1|
497|Kyle Juszczyk|RB|BAL|498|145|0|0|0|0|0|0|7.999941416|26.49995875|0|6.39995948|41.64994073|0|0|0|0|1|3.557775294|8.30987638|NA|0|0|0|0|0|0|0|2.649995875|0|0|4.164994073|0|0|0|6.814989948|15.12486633|1|
498|Lee Smith|TE|BUF|515|94|0|0|0|0|0|0|0|0|0|5.50008158|61.54997923|0|0|0|0|1|2.94541578|4.392847216|NA|0|0|0|0|0|0|0|0|0|0|6.154997923|0|0|0|6.154997923|10.54784514|1|
499|Brad Smith|WR|PHI|511|205|0|0|0|0|0|0|1|6.250171044|0|2.699989912|57.50000955|0|0|0|0.04|1|4.944726247|17.18167016|NA|0|0|0|0|0|0|0|0.625017104|0|0|5.750000955|0|0|-0.08|6.295018059|23.47668822|1|
500|Bruce Gradkowski|QB|PIT|457|59|27.99999004|15.00001257|12.09999184|180.1114278|1.000066981|1.299971849|1.884740138|5.85005094|0|0|0|0|0|0|0.07|1|3.274119172|6.49543686|NA|0|0|0|7.204457114|4.000267923|-2.599943697|0|0.585005094|0|0|0|0|0|-0.14|9.049786433|15.54522329|1|
501|Will Johnson|RB|PIT|514|152|0|0|0|0|0|0|2.18265002|6.35306241|0|9|55.58257322|0|0|0|0|1|3.158206937|5.75399071|NA|0|0|0|0|0|0|0|0.635306241|0|0|5.558257322|0|0|0|6.193563563|11.94755427|1|
502|Alvester Alexander|RB|NA|490|142|0|0|0|0|0|0|14.84061366|50.46120016|0|1.5|19.71378254|0|0|0|0|1|2.827041358|3.635651401|NA|0|0|0|0|0|0|0|5.046120016|0|0|1.971378254|0|0|0|7.017498271|10.65314967|1|
503|Albert Wilson|WR|KC|516|206|0|0|0|0|0|0|0|0|0|5|60|0|0|0|0|1|3.461128231|7.691662152|NA|0|0|0|0|0|0|0|0|0|0|6|0|0|0|6|13.69166215|1|
504|Jerome Felton|RB|MIN|509|150|0|0|0|0|0|0|5|16.5|0|6|46.74997766|0|0|0|0|1|3.030213445|4.935265387|NA|0|0|0|0|0|0|0|1.65|0|0|4.674997766|0|0|0|6.324997766|11.26026315|1|
505|Chris Thompson|RB|WAS|494|143|0|0|0|0|0|0|9.999998758|48.05559677|0|2.499996842|20.75|0|0|0|0|1|3.129060337|5.567551077|NA|0|0|0|0|0|0|0|4.805559677|0|0|2.075|0|0|0|6.880559677|12.44811075|1|
506|Kellen Winslow Jr|TE|NA|513|93|0|0|0|0|0|0|0|0|0|4.6|49.5|0.235|0|0|0.08|1|5.902571388|23.3086385|NA|0|0|0|0|0|0|0|0|0|0|4.95|1.41|0|-0.16|6.2|29.5086385|1|
507|Vonta Leach|RB|NA|501|146|0|0|0|0|0|0|4|11|0.095|6.35|41.5|0.295|0|0|0.43|1|3.319966145|6.78870238|NA|0|0|0|0|0|0|0|1.1|0.57|0|4.15|1.77|0|-0.86|6.73|13.51870238|1|
508|Jacoby Ford|WR|NYJ|510|204|0|0|0|0|0|0|0|0|0|5.350841724|86.99544909|0|0|0|1.1925|1|3.174883131|5.860661936|NA|0|0|0|0|0|0|0|0|0|0|8.699544909|0|0|-2.385|6.314544909|12.17520685|1|
509|Seyi Ajirotutu|WR|SD|518|208|0|0|0|0|0|0|0|0|0|3.999964614|58.00001828|0|0|0|0|1|3.516591297|8.046438135|NA|0|0|0|0|0|0|0|0|0|0|5.800001828|0|0|0|5.800001828|13.84643996|1|
510|Armon Binns|WR|MIA|519|209|0|0|0|0|0|0|0|0|0|4.5|57.75|0|0|0|0|1|3.066178025|5.165317028|NA|0|0|0|0|0|0|0|0|0|0|5.775|0|0|0|5.775|10.94031703|1|
511|Michael Cox|RB|NYG|504|148|0|0|0|0|0|0|13|44.51914348|0|3.117805927|22|0|0|0|0|1|3.30252117|6.677113557|NA|0|0|0|0|0|0|0|4.451914348|0|0|2.2|0|0|0|6.651914348|13.3290279|1|
512|D.J. Williams|TE|NE|521|95|0|0|0|0|0|0|0|0|0|5.170698802|57.27598403|0|0|0|0.005|1|3.068517062|5.18027895|NA|0|0|0|0|0|0|0|0|0|0|5.727598403|0|0|-0.01|5.717598403|10.89787735|1|
513|Frankie Hammond|WR|KCC|516|206|0|0|0|0|0|0|1|0|0|9|80|0|0|0|1|1|2.884000937|4|NA|0|0|0|0|0|0|0|0|0|0|8|0|0|-2|6|10|1|
514|Derek Moye|WR|PIT|523|211|0|0|0|0|0|0|0|0|0|4.5|55.5|0|0|0|0|1|3.423317321|7.449800253|NA|0|0|0|0|0|0|0|0|0|0|5.55|0|0|0|5.55|12.99980025|1|
515|Derrick Coleman|RB|SEA|520|153|0|0|0|0|0|0|3.249947907|11.75003701|0|6.043195375|45.60846009|0|0|0|0|1|3.516269503|8.044379743|NA|0|0|0|0|0|0|0|1.175003701|0|0|4.560846009|0|0|0|5.73584971|13.78022945|1|
516|Collin Mooney|RB|TEN|508|149|0|0|0|0|0|0|3.598484343|13.45098226|0.502177108|3.200407342|20|0|0|0|0|1|2.887726536|4.023831231|NA|0|0|0|0|0|0|0|1.345098226|3.013062646|0|2|0|0|0|6.358160871|10.3819921|1|
517|Kamar Aiken|WR|BAL|524|212|0|0|0|0|0|0|0|0|0|3.8|54.8|0|0|0|0|1|2.687021809|2.74|NA|0|0|0|0|0|0|0|0|0|0|5.48|0|0|0|5.48|8.22|1|
518|Derek Anderson|QB|CAR|479|60|17.25|9.999982018|6.500084494|108.25|1.000091226|0.603096074|2.200064115|3.000005194|0|0|0|0|0|0|0|1|3.29915224|6.655563804|NA|0|0|0|4.33|4.000364904|-1.206192148|0|0.300000519|0|0|0|0|0|0|7.424173275|14.07973708|1|
519|Joe McKnight|RB|KC|503|147|0|0|0|0|0|0|12.34522882|51|0|3.402498024|32.5747712|0|0|0|0.830129894|1|3.106241963|5.421590685|NA|0|0|0|0|0|0|0|5.1|0|0|3.25747712|0|0|-1.660259787|6.697217333|12.11880802|1|
520|Jeff King|TE|ARI|526|96|0|0|0|0|0|0|0|0|0|7|54|0|0|0|0.03|1|2.911819092|4.177942077|NA|0|0|0|0|0|0|0|0|0|0|5.4|0|0|-0.06|5.34|9.517942077|1|
521|Deonte Thompson|WR|BAL|528|214|0|0|0|0|0|0|0|0|0|5.500043589|53.15|0|0|0|0|1|2.806217646|3.502450095|NA|0|0|0|0|0|0|0|0|0|0|5.315|0|0|0|5.315|8.817450095|1|
522|Kendall Gaskins|RB|NYG|512|151|0|0|0|0|0|0|0|28.8|0.2|0|17.8|0.1|0|0|0.1|1|2.759471116|3.203430453|NA|0|0|0|0|0|0|0|2.88|1.2|0|1.78|0.6|0|-0.2|6.26|9.463430453|1|
523|Jeff Maehl|WR|PHI|531|216|0|0|0|0|0|0|0|0|0|4.205981696|52.20771909|0|0|0|0|1|2.725095502|2.983542823|NA|0|0|0|0|0|0|0|0|0|0|5.220771909|0|0|0|5.220771909|8.204314732|1|
524|Brandon Williams|TE|CAR|532|97|0|0|0|0|0|0|0|0|0|4.850841724|52.18084387|0|0|0|0|1|3.202843352|6.039512752|NA|0|0|0|0|0|0|0|0|0|0|5.218084387|0|0|0|5.218084387|11.25759714|1|
525|Anthony Armstrong|WR|CLE|522|210|0|0|0|0|0|0|0|0|0|2.25|32.25|0.4|0|0|0|1|3.045203801|5.031152949|NA|0|0|0|0|0|0|0|0|0|0|3.225|2.4|0|0|5.625|10.65615295|1|
526|Brandon Stokley|WR|BAL|527|213|0|0|0|0|0|0|0|0|0|4.2|42|0.2|0|0|0.04|1|2.680768503|2.7|NA|0|0|0|0|0|0|0|0|0|0|4.2|1.2|0|-0.08|5.32|8.02|1|
527|Rodney Smith|WR|MIN|535|217|0|0|0|0|0|0|0|0|0|3.4|49.9|0|0|0|0|1|2.956412916|4.463191683|NA|0|0|0|0|0|0|0|0|0|0|4.99|0|0|0|4.99|9.453191683|1|
528|Chris Rainey|RB|IND|524|154|0|0|0|0|0|0|5.65|25.15|0|3.4|29.65|0|0|0|0|1|3.247304047|6.323910785|NA|0|0|0|0|0|0|0|2.515|0|0|2.965|0|0|0|5.48|11.80391079|1|
529|Damaris Johnson|WR|PHI|530|215|0|0|0|0|0|0|0|0|0|5.934207734|72.5|0|0|0|1|1|3.686363543|9.132406135|NA|0|0|0|0|0|0|0|0|0|0|7.25|0|0|-2|5.25|14.38240614|1|
530|Craig Stevens|TE|TEN|538|98|0|0|0|0|0|0|0|0|0|4.505089881|47.75|0|0|0|0|1|3.039318494|4.993506895|NA|0|0|0|0|0|0|0|0|0|0|4.775|0|0|0|4.775|9.768506895|1|
531|Brian Leonard|RB|NA|534|157|0|0|0|0|0|0|0.5|1.5|0.005|5.25|36|0.255|0|0|0.12|1|3.001157929|4.749408384|NA|0|0|0|0|0|0|0|0.15|0.03|0|3.6|1.53|0|-0.24|5.07|9.819408384|1|
532|Jeremy Stewart|RB|OAK|529|155|0|0|0|0|0|0|7.185552614|31.27681195|0|3.706163131|21.64999128|0|0|0|0|1|2.933887521|4.31910536|NA|0|0|0|0|0|0|0|3.127681195|0|0|2.164999128|0|0|0|5.292680323|9.611785683|1|
533|Blaine Gabbert|QB|SF|497|62|13.59995277|7.499982834|5.699960211|107.9193689|0.999984917|1.000024269|1.97723361|5.000052064|0|0|0|0|0|0|0|1|3.857268558|10.22562003|NA|0|0|0|4.316774757|3.99993967|-2.000048539|0|0.500005206|0|0|0|0|0|0|6.816671095|17.04229112|1|
534|Michael Preston|WR|TEN|541|218|0|0|0|0|0|0|0|0|0|4.177511967|46.35719177|0|0|0|0|1|3.476525728|7.790154042|NA|0|0|0|0|0|0|0|0|0|0|4.635719177|0|0|0|4.635719177|12.42587322|1|
535|Chase Daniel|QB|KC|499|63|17.99995764|9.856|7.249938474|126.9478558|0.750093947|0.999993296|2.500032512|6.999955769|0|0|0|0|0|0|0|1|3.048264407|5.050730475|NA|0|0|0|5.077914234|3.000375789|-1.999986591|0|0.699995577|0|0|0|0|0|0|6.778299009|11.82902948|1|
536|Kellen Clemens|QB|SD|495|61|7.284442204|7.499911884|2.913776882|87.99997763|1.261401853|1.065|5.336383408|5.860077054|0|0|0|0|0|0|0.09|1|3.585201774|8.485313063|NA|0|0|0|3.519999105|5.045607411|-2.13|0|0.586007705|0|0|0|0|0|-0.18|6.841614222|15.32692728|1|
537|Will Taufoou|RB|JAC|540|160|0|0|0|0|0|0|2.499969977|7.500009872|0|6.409273914|38.92105886|0|0|0|0|1|2.832189228|3.668580355|NA|0|0|0|0|0|0|0|0.750000987|0|0|3.892105886|0|0|0|4.642106873|8.310687227|1|
538|Patrick DiMarco|RB|ATL|542|161|0|0|0|0|0|0|2.5|6.250048658|0|5.5|39.7281149|0|0|0|0|1|2.83024254|3.656128132|NA|0|0|0|0|0|0|0|0.625004866|0|0|3.97281149|0|0|0|4.597816356|8.253944488|1|
539|Silas Redd|RB|WAS|533|156|0|0|0|0|0|0|8|35|0|2|16|0|0|0|0|1|2.657318607|2.55|NA|0|0|0|0|0|0|0|3.5|0|0|1.6|0|0|0|5.1|7.65|1|
540|John Phillips|TE|SD|546|99|0|0|0|0|0|0|0|0|0|4.110428365|42.875|0|0|0|0|1|2.728421128|3.004815579|NA|0|0|0|0|0|0|0|0|0|0|4.2875|0|0|0|4.2875|7.292315579|1|
541|Zurlon Tipton|RB|IND|536|158|0|0|0|0|0|0|9|33|0|3|15|0|0|0|0|1|2.633868711|2.4|NA|0|0|0|0|0|0|0|3.3|0|0|1.5|0|0|0|4.8|7.2|1|
542|Leon Washington|RB|TEN|544|163|0|0|0|0|0|0|3.868887717|16.34148443|0|4.363497234|28.24995125|0|0|0|0|1|2.859639487|3.844169138|NA|0|0|0|0|0|0|0|1.634148443|0|0|2.824995125|0|0|0|4.459143569|8.303312707|1|
543|Weslye Saunders|TE|IND|548|100|0|0|0|0|0|0|0|0|0|4.171297392|42.22966531|0|0|0|0.04|1|2.916772668|4.209628207|NA|0|0|0|0|0|0|0|0|0|0|4.222966531|0|0|-0.08|4.142966531|8.352594738|1|
544|Luke Stocker|TE|TB|549|101|0|0|0|0|0|0|0|0|0|3.764378567|41.86701937|0|0|0|0.025|1|2.718500559|2.941357498|NA|0|0|0|0|0|0|0|0|0|0|4.186701937|0|0|-0.05|4.136701937|7.078059434|1|
545|Jeff Demps|RB|TB|543|162|0|0|0|0|0|0|3.75|19.25|0|2|25.5|0|0|0|0|1|2.959812537|4.484937755|NA|0|0|0|0|0|0|0|1.925|0|0|2.55|0|0|0|4.475|8.959937755|1|
546|Tony Fiammetta|RB|CHI|551|167|0|0|0|0|0|0|0|0|0|4.6|40.51495424|0|0|0|0|1|3.045298567|5.031759136|NA|0|0|0|0|0|0|0|0|0|0|4.051495424|0|0|0|4.051495424|9.08325456|1|
547|Cory Harkey|TE|STL|552|102|0|0|0|0|0|0|0|0|0|3.999961391|39.99994265|0|0|0|0|1|3.167372293|5.81261798|NA|0|0|0|0|0|0|0|0|0|0|3.999994265|0|0|0|3.999994265|9.812612244|1|
548|Pat Edwards|WR|DET|553|219|0|0|0|0|0|0|0|0|0|3|39.8|0|0|0|0|1|2.569772328|1.99|NA|0|0|0|0|0|0|0|0|0|0|3.98|0|0|0|3.98|5.97|1|
549|Montell Owens|RB|DET|545|164|0|0|0|0|0|0|5.730600081|23.10505035|0|0|21.13396698|0|0|0|0|1|2.817608367|3.575312174|NA|0|0|0|0|0|0|0|2.310505035|0|0|2.113396698|0|0|0|4.423901732|7.999213907|1|
550|Matthew Tucker|RB|PHI|537|159|0|0|0|0|0|0|10.46120016|47.75805075|0|0|0|0|0|0|0|1|3.277623225|6.517850946|NA|0|0|0|0|0|0|0|4.775805075|0|0|0|0|0|0|4.775805075|11.29365602|1|
551|Tarvaris Jackson|QB|SEA|539|65|9.568884409|8|3.827553763|104.0000353|0|0|3.475722272|5.699148603|0|0|0|0|0|0|0|1|3.14948541|5.698202446|NA|0|0|0|4.160001411|0|0|0|0.56991486|0|0|0|0|0|0|4.729916271|10.42811872|1|
552|MarQueis Gray|TE|CLE|558|103|0|0|0|0|0|0|0|0|0|3.5|37|0|0|0|0|1|2.683097504|2.714897722|NA|0|0|0|0|0|0|0|0|0|0|3.7|0|0|0|3.7|6.414897722|1|
553|Terrelle Pryor|QB|SEA|505|64|4.792096028|3.299947214|1.913776882|49.49994653|1.273517519|1.952984571|6|34.00003053|0|0|0|0|0|0|0|1|3.949189948|10.81360594|NA|0|0|0|1.979997861|5.094070077|-3.905969142|0|3.400003053|0|0|0|0|0|0|6.568101849|17.38170778|1|
554|Michael Campanaro|WR|BAL|559|221|0|0|0|0|0|0|0|0|0|3|36.75|0|0|0|0|1|2.772538879|3.287019927|NA|0|0|0|0|0|0|0|0|0|0|3.675|0|0|0|3.675|6.962019927|1|
555|David Johnson|TE|SD|560|104|0|0|0|0|0|0|0|0|0|3.8|37.14999234|0|0|0|0.03|1|2.726952528|2.995421506|NA|0|0|0|0|0|0|0|0|0|0|3.714999234|0|0|-0.06|3.654999234|6.65042074|1|
556|Branden Oliver|RB|SD|547|165|0|0|0|0|0|0|9|29.5|0|1.5|12.5|0|0|0|0|1|2.755429486|3.177577694|NA|0|0|0|0|0|0|0|2.95|0|0|1.25|0|0|0|4.2|7.377577694|1|
557|Evan Royster|RB|WAS|550|166|0|0|0|0|0|0|6.999937207|26.64995475|0|2.168648198|14.51783378|0|0|0|0|1|2.832140513|3.668268741|NA|0|0|0|0|0|0|0|2.664995475|0|0|1.451783378|0|0|0|4.116778853|7.785047594|1|
558|John Conner|RB|NYG|556|169|0|0|0|0|0|0|3.321550746|12.89327253|0|4|26.00001396|0|0|0|0.02|1|2.590040524|2.119647882|NA|0|0|0|0|0|0|0|1.289327253|0|0|2.600001396|0|0|-0.04|3.849328649|5.968976531|1|
559|Jay Prosch|RB|HOU|554|168|0|0|0|0|0|0|5.75|22.25|0|2.5|17|0|0|0|0|1|2.720655338|2.955140799|NA|0|0|0|0|0|0|0|2.225|0|0|1.7|0|0|0|3.925|6.880140799|1|
560|Greg Jones|RB|NA|557|170|0|0|0|0|0|0|0.55|0.5|0.005|3.95|27|0.19|0|0|0.1|1|2.806796779|3.506154589|NA|0|0|0|0|0|0|0|0.05|0.03|0|2.7|1.14|0|-0.2|3.72|7.226154589|1|
561|Jalen Parmele|RB|ARI|561|171|0|0|0|0|0|0|3|15.75|0|2.65|20.25|0|0|0|0|1|2.908532958|4.156921938|NA|0|0|0|0|0|0|0|1.575|0|0|2.025|0|0|0|3.6|7.756921938|1|
562|Eric Weems|WR|NA|563|222|0|0|0|0|0|0|0|0|0|3.921620495|35.4299875|0|0|0|0.12|1|2.625427881|2.346007246|NA|0|0|0|0|0|0|0|0|0|0|3.54299875|0|0|-0.24|3.30299875|5.649005996|1|
563|Niles Paul|TE|WAS|564|105|0|0|0|0|0|0|0|0|0|3.000077855|32.5|0|0|0|0|1|2.602902085|2.201918356|NA|0|0|0|0|0|0|0|0|0|0|3.25|0|0|0|3.25|5.451918356|1|
564|Andrew Szczerba|TE|ATL|565|106|0|0|0|0|0|0|0|0|0|3|32.3|0|0|0|0|1|2.511147588|1.615|NA|0|0|0|0|0|0|0|0|0|0|3.23|0|0|0|3.23|4.845|1|
565|Mickey Shuler|TE|NA|566|107|0|0|0|0|0|0|0|0|0|2.875|30.75|0|0|0|0|1|2.728960602|3.008266389|NA|0|0|0|0|0|0|0|0|0|0|3.075|0|0|0|3.075|6.083266389|1|
566|Eric Page|WR|TB|555|220|0|0|0|0|0|0|0.5|2|0|5.534601494|82.76748748|0|0|0|2.285|1|3.162364032|5.780582055|NA|0|0|0|0|0|0|0|0.2|0|0|8.276748748|0|0|-4.57|3.906748748|9.687330803|1|
567|Ryan Taylor|TE|GB|567|108|0|0|0|0|0|0|0|0|0|2.951209641|29.20625856|0|0|0|0|1|2.510373207|1.610046583|NA|0|0|0|0|0|0|0|0|0|0|2.920625856|0|0|0|2.920625856|4.530672439|1|
568|Philly Brown|WR|CAR|568|223|0|0|0|0|0|0|0|0|0|0|29|0|0|0|0|1|2.379837174|0.775057602|NA|0|0|0|0|0|0|0|0|0|0|2.9|0|0|0|2.9|3.675057602|1|
569|Andy Tanner|WR|NO|570|224|0|0|0|0|0|0|0|0|0|1.9|28.5|0|0|0|0|1|2.657180643|2.549117494|NA|0|0|0|0|0|0|0|0|0|0|2.85|0|0|0|2.85|5.399117494|1|
570|Brock Osweiler|QB|DEN|562|66|10.49999521|6.979700726|4.199999911|85.68181127|0|0|2.999951124|0|0|0|0|0|0|0|0|1|2.617297573|2.294000781|NA|0|0|0|3.427272451|0|0|0|0|0|0|0|0|0|0|3.427272451|5.721273232|1|
571|Nick Kasa|TE|OAK|573|109|0|0|0|0|0|0|0|0|0|2.713331653|27.41775874|0|0|0|0|1|2.884413345|4.002638019|NA|0|0|0|0|0|0|0|0|0|0|2.741775874|0|0|0|2.741775874|6.744413893|1|
572|Spencer Ware|RB|SEA|571|173|0|0|0|0|0|0|2.300032202|8.749955484|0|2.650481515|19.37975171|0|0|0|0|1|2.506656027|1.586269208|NA|0|0|0|0|0|0|0|0.874995548|0|0|1.937975171|0|0|0|2.812970719|4.399239927|1|
573|Tyler Clutts|RB|DAL|569|172|0|0|0|0|0|0|3.321550746|12.82189283|0|2.999957467|15.75006519|0|0|0|0|1|2.915681657|4.202649429|NA|0|0|0|0|0|0|0|1.282189283|0|0|1.575006519|0|0|0|2.857195803|7.059845232|1|
574|Mike McNeill|TE|CAR|575|110|0|0|0|0|0|0|0|0|0|2|25.33447865|0|0|0|0|1|2.514086297|1.633797796|NA|0|0|0|0|0|0|0|0|0|0|2.533447865|0|0|0|2.533447865|4.167245661|1|
575|Garrett Celek|TE|SF|576|111|0|0|0|0|0|0|0|0|0|2.500049192|25.0000581|0|0|0|0|1|2.591222765|2.127210223|NA|0|0|0|0|0|0|0|0|0|0|2.50000581|0|0|0|2.50000581|4.627216033|1|
576|Kevin Brock|TE|CIN|577|112|0|0|0|0|0|0|0|0|0|0.5|24.30215868|0|0|0|0|1|2.578179405|2.043776849|NA|0|0|0|0|0|0|0|0|0|0|2.430215868|0|0|0|2.430215868|4.473992717|1|
577|Derek Hagan|WR|TEN|578|225|0|0|0|0|0|0|0|0|0|0|24|0|0|0|0|1|2.446269542|1.2|NA|0|0|0|0|0|0|0|0|0|0|2.4|0|0|0|2.4|3.6|1|
578|Darren Fells|TE|ARI|583|114|0|0|0|0|0|0|0|0|0|2.4|22.75|0|0|0|0|1|2.53516267|1.768615278|NA|0|0|0|0|0|0|0|0|0|0|2.275|0|0|0|2.275|4.043615278|1|
579|Ryan Nassib|QB|NYG|572|67|10.9132501|7|4.759516714|69.59250428|0|0|0|0|0|0|0|0|0|0|0|1|2.523627835|1.694831358|NA|0|0|0|2.783700171|0|0|0|0|0|0|0|0|0|0|2.783700171|4.47853153|1|
580|Richard Gordon|TE|KC|584|115|0|0|0|0|0|0|0|0|0|2.3|23.3|0|0|0|0.05|1|4.094508679|11.74315418|NA|0|0|0|0|0|0|0|0|0|0|2.33|0|0|-0.1|2.23|13.97315418|1|
581|Russell Shepard|WR|TB|585|226|0|0|0|0|0|0|0|0|0|0.5|21.89348369|0|0|0|0|1|2.571186731|1.999047392|NA|0|0|0|0|0|0|0|0|0|0|2.189348369|0|0|0|2.189348369|4.188395761|1|
582|Ben Hartsock|TE|NA|582|113|0|0|0|0|0|0|0|0|0|2.4|19|0.08|0|0|0.04|1|2.591461405|2.128736715|NA|0|0|0|0|0|0|0|0|0|0|1.9|0.48|0|-0.08|2.3|4.428736715|1|
583|Miguel Maysonet|RB|PIT|574|174|0|0|0|0|0|0|5.674592793|24.28269527|0|0.4|1.5|0|0|0|0|1|2.536934318|1.779947832|NA|0|0|0|0|0|0|0|2.428269527|0|0|0.15|0|0|0|2.578269527|4.358217359|1|
584|Justice Cunningham|TE|STL|586|116|0|0|0|0|0|0|0|0|0|1|20.64385018|0|0|0|0|1|2.471852375|1.363643579|NA|0|0|0|0|0|0|0|0|0|0|2.064385018|0|0|0|2.064385018|3.428028597|1|
585|Kevin Cone|WR|MIA|587|227|0|0|0|0|0|0|0|0|0|2|20|0|0|0|0|1|2.441986643|1.17260394|NA|0|0|0|0|0|0|0|0|0|0|2|0|0|0|2|3.17260394|1|
